time,VPC_continue_noiseless,VPC_rotX_noiseless,VPC_rotY_noiseless,VPC_rotX_Iz,VPC_rotY_Iz,VPC_rotX_Ix,VPC_rotY_Ix,VPC_rotX_IzIx,VPC_rotY_IzIx,OAT_noiseless,TACT_CSSz_none,TACT_CSSz_Iz,TACT_CSSz_Ix,TACT_CSSz_IzIx
0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.027500000000000004,0.9386154669048986,0.9386154669048986,0.9386154669048986,0.9438191437252884,0.9438191437252884,0.939005615066339,0.939005615066339,0.944229147481403,0.944229147481403,0.9457785853810301,0.893189012559307,0.8934849689757861,0.8959591641556558,0.8962549679180789
0.05500000000000001,0.8793572614381122,0.8793572614381122,0.8793572614381122,0.8898407068139799,0.8898407068139799,0.8802714993683151,0.8802714993683151,0.8907786869793285,0.8907786869793285,0.8932020642858037,0.7933920280821867,0.7945462358965738,0.7989852463343315,0.8001380793852576
0.08250000000000002,0.8223996270553696,0.8223996270553696,0.8223996270553696,0.8381954261095058,0.8381954261095058,0.8239643632272999,0.8239643632272999,0.8397716326426399,0.8397716326426399,0.8423981719324702,0.7015140195063315,0.704036972944432,0.7098967086701995,0.7124153745557704
0.11000000000000001,0.7679098208640189,0.7679098208640189,0.7679098208640189,0.7890061824889312,0.7890061824889312,0.7702430482168859,0.7702430482168859,0.7913225259217636,0.7913225259217636,0.7934891522959355,0.6183881493943787,0.6227294429513608,0.6294382123837388,0.6337707184812987
0.1375,0.7160475929971533,0.7160475929971533,0.7160475929971533,0.7423877055988953,0.7423877055988953,0.7192580630995651,0.7192580630995651,0.7455372021601693,0.7455372021601693,0.7465913222031627,0.5447682146998908,0.5513084594153673,0.5582744662137004,0.5648006792400736
0.16500000000000004,0.6669646882470305,0.6669646882470305,0.6669646882470305,0.698446304420037,0.698446304420037,0.671151145838243,0.671151145838243,0.7025125842729419,0.7025125842729419,0.7018146521273448,0.48132181123172196,0.4903656732136799,0.49698480976858755,0.5060102279396385
0.19250000000000003,0.6208043713039523,0.6208043713039523,0.6208043713039523,0.6572796240684377,0.6572796240684377,0.6260548527619946,0.6260548527619946,0.6623365036454874,0.6623365036454874,0.6592623645231036,0.42862427980235873,0.440394733145411,0.44605857548806044,0.45780928951954
0.22000000000000003,0.5777009768635285,0.5777009768635285,0.5777009768635285,0.6189764291579206,0.6189764291579206,0.5840921758735226,0.5840921758735226,0.6250875483059327,0.6250875483059327,0.6190305504772566,0.38715348895739615,0.40178735927520576,0.4058912658472134,0.42051016550912806
0.24750000000000003,0.5377794857746624,0.5377794857746624,0.5377794857746624,0.5836164139598631,0.5836164139598631,0.5453761891876518,0.5453761891876518,0.5908349383437156,0.5908349383437156,0.5812078053760278,0.35728550159709177,0.3748303595809837,0.37678157509445337,0.39432584202178605
0.275,0.5011551283022847,0.5011551283022847,0.5011551283022847,0.5512700395076553,0.5512700395076553,0.5100097248858421,0.5100097248858421,0.5596384284643882,0.5596384284643882,0.5458748842099833,0.3392911647856736,0.35970361171102927,0.3589292772524673,0.3793691883603023
0.30250000000000005,0.4679330154726511,0.4679330154726511,0.4679330154726511,0.5219983977010845,0.5219983977010845,0.47808507996100486,0.47808507996100486,0.5315482374868469,0.5315482374868469,0.5131043770527226,0.3333336536724853,0.356479022808373,0.352433994398938,0.37565304373837066
0.33000000000000007,0.4382077993543125,0.4382077993543125,0.4382077993543125,0.49585310237157226,0.49585310237157226,0.44968375390957555,0.44968375390957555,0.5066050045039812,0.5066050045039812,0.48296040515867605,0.3394669917970326,0.36512047144442294,0.35729485144746514,0.3830911818588271
0.35750000000000004,0.4120633630040933,0.4120633630040933,0.4120633630040933,0.4728762071722941,0.4728762071722941,0.42487621790341473,0.42487621790341473,0.48483977134108813,0.48483977134108813,0.4554983380295923,0.3576355611960122,0.385484726800182,0.3734110158384096,0.40150013549719993
0.38500000000000006,0.3895725406736465,0.3895725406736465,0.3895725406736465,0.4531001500573853,0.4531001500573853,0.4037217157420321,0.4037217157420321,0.46627399085806953,0.46627399085806953,0.4307645316988748,0.38767460675473936,0.41732333142256056,0.400583112792509,0.4306018558840294
0.41250000000000003,0.3707968687272267,0.3707968687272267,0.3707968687272267,0.4365477240113518,0.4365477240113518,0.38626809674499124,0.38626809674499124,0.4509195605511452,0.4509195605511452,0.4087960883784107,0.42931173022944713,0.46028542524443944,0.43851549914483096,0.47002717462320986
0.44000000000000006,0.3557863675637241,0.3557863675637241,0.3557863675637241,0.4232320735828616,0.4232320735828616,0.3725516805939817,0.3725516805939817,0.4387788808171318,0.4387788808171318,0.38962063750466774,0.482169360392453,0.5139214801674247,0.4868193713292103,0.5193200291849241
0.4675000000000001,0.34457935466367823,0.34457935466367823,0.34457935466367823,0.41315671666551895,0.41315671666551895,0.36259715397233494,0.36259715397233494,0.4298449371476554,0.4298449371476554,0.3732561381106252,0.5457681769005758,0.5776879064401992,0.5450166758879708,0.5779424067254929
0.49500000000000005,0.33720228869239444,0.33720228869239444,0.33720228869239444,0.4063155908510994,0.4063155908510994,0.35641749867469913,0.35641749867469913,0.42410140542121394,0.42410140542121394,0.3597107023388626,0.6195314568386802,0.6509524843941318,0.6125447840002186,0.6452799551632814
