time,VPC_optimized_xiR,OAT,TACT_CSSy,TACT_CSSz_corrected
0.0,1.0,1.0,1.0,1.0000000000000002
0.07139983303613166,0.7825287691338896,0.7608062477270466,0.7639240695168464,0.5971478590825259
0.14279966607226333,0.6258569426369855,0.5995343147156265,0.6184513077294845,0.44512653875481273
0.21419949910839498,0.505360693860707,0.5009780478410863,0.552553765541059,0.556269393874298
0.28559933214452665,0.42890266711837394,0.45950539481962777,0.5595436753203319,1.7344982114619587
0.35699916518065833,0.41883325586669207,0.4811646830588488,0.6282405497842073,36.31800013866838
0.42839899821678995,0.44823509033442166,0.5898410291951495,0.7359217844957441,31.759873299893556
0.4997988312529216,0.43925037009991663,0.8418451356802135,0.8520178227126388,10.563740545078751
0.5711986642890533,0.4338745582166955,1.3595284634263813,0.9306493702863524,10.210868067850477
0.6425984973251849,0.4305725134539911,2.4103407179673306,0.9102883625007961,9.69174152205044
0.7139983303613167,0.4285079684291692,4.600361569415227,0.810399994019162,12.915182367804618
0.7853981633974483,0.42091168524393374,9.372583002030478,0.6934004865055294,154.7663348813869
0.8567979964335799,0.42642774839142283,20.369341804592974,0.5968667599801256,7.681287567086276
0.9281978294697116,0.4259751446730829,47.454253849356114,0.5489448930522818,0.9962846454680437
0.9995976625058433,0.4257369172321255,119.92215289300978,0.5680904831517936,0.4706662246426524
1.070997495541975,0.4255893244793628,336.7856909268753,0.6624789124351417,0.47630558263483685
1.1423973285781066,0.425303702995857,1097.9237968298776,0.8399019055785424,0.711277589067851
1.2137971616142382,0.42399151130258944,4455.463481846295,0.9013639608001573,0.8146913091731667
1.2851969946503699,0.4151445121333351,25136.26167688582,0.7003109359788632,0.5158258507692314
1.3565968276865017,0.4130463270362554,239820.65937359646,0.5852270164387238,0.44592039218458585
1.4279966607226333,0.4197707509991312,5942696.005983123,0.5470188700562804,0.7444077062252181
1.499396493758765,0.4308100837665477,1490646649.3061428,0.5787063783633984,3.7236460374946168
1.5707963267948966,0.4391190303235068,inf,0.6650026650641543,13970.838613879632
