time,OAT_none,TACT_CSSy_none,TACT_CSSz_none,VPC_KUphases_continue_none,VPC_Rphases_rotX_none,VPC_Rphases_rotY_none,OAT_Iz,TACT_CSSy_Iz,TACT_CSSz_Iz,VPC_KUphases_continue_Iz,VPC_Rphases_rotX_Iz,VPC_Rphases_rotY_Iz,OAT_Iz2,TACT_CSSy_Iz2,TACT_CSSz_Iz2,VPC_KUphases_continue_Iz2,VPC_Rphases_rotX_Iz2,VPC_Rphases_rotY_Iz2
0.0,0.9999999999999996,0.9999999999999996,1.0000000000000002,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999997,0.9999999999999997,1.0000000000000002,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000002,0.9999999999999997,0.9999999999999997,0.9999999999999997
0.03235294117647059,0.826599124259562,0.8279486605062061,0.6888733570415968,0.8694738808043363,0.8870728717104671,0.8870728717104671,0.8382427896137411,0.8398392180235928,0.6899928529789681,0.8812633791227841,0.8915467324856725,0.8915467324856725,0.8329988117770945,0.8345805924484331,0.6916146104542585,0.8759057095572118,0.8895463959931147,0.8895463959931147
0.06470588235294118,0.689959237027711,0.6986121383360429,0.49779021573558624,0.7648401761607075,0.7892495360314411,0.7892495360314411,0.7113121192186586,0.721782574084264,0.5021251722036416,0.7873370786342732,0.7978914015974317,0.7978914015974317,0.7019360476746258,0.7124392375669295,0.5077502742140905,0.7774323009365682,0.7938668505134944,0.7938668505134944
0.09705882352941178,0.5839440860351259,0.6076711941570178,0.392090593631454,0.6792797148825002,0.7049135084586242,0.7049135084586242,0.6133894475453715,0.6427552348828887,0.40245729357387844,0.7120976078690827,0.7174346037517606,0.7174346037517606,0.6005869584577973,0.6304864774344344,0.4133555762027231,0.6981546946244742,0.7114096577503367,0.7114096577503367
0.12941176470588237,0.5036044834481487,0.5501266486113976,0.3576599523064698,0.6087811600150044,0.6326568686482438,0.6326568686482438,0.5399020684965393,0.5987115475837006,0.3794060425973245,0.6521324720659106,0.6488050206764638,0.6488050206764638,0.5240698675419967,0.5848638577295815,0.3955760893634595,0.63446780844621,0.6408239203241225,0.6408239203241225
0.16176470588235295,0.44521196974477695,0.5216367310221832,0.4102193352271066,0.5518530824319617,0.5712834605993784,0.5712834605993784,0.4875372686879594,0.5860089688789636,0.4553233294489121,0.6065086058761464,0.5908617523323936,0.5908617523323936,0.46883177678124527,0.5719702354369639,0.4741219495145196,0.5853463829514294,0.5809642407069224,0.5809642407069224
0.19411764705882356,0.4062997274808524,0.5184575214972843,0.6456000157235093,0.5099899265028012,0.5198146979517866,0.5198146979517866,0.45427073155648534,0.6013160820610738,0.7445211707711165,0.5772776431939384,0.5427005554897307,0.5427005554897307,0.4326471914258658,0.5881406490289681,0.7535181627975223,0.552870024171918,0.5308980553925464,0.5308980553925464
0.22647058823529415,0.38573347443626066,0.5367609512545065,1.5276511546148852,0.48915009176327234,0.4775001513879361,0.4775001513879361,0.4394392900091808,0.6408512173327637,1.7686520312647194,0.5709609810582374,0.5036668703772893,0.5036668703772893,0.41465837761934343,0.6288906054971549,1.698829069242316,0.5437700890218612,0.4899178364252216,0.4899178364252216
0.25882352941176473,0.38385241720965857,0.5721564530379155,6.862650940993749,0.5028777003335628,0.4438359742234432,0.4438359742234432,0.44390134463538766,0.6998319101887523,7.409329722199825,0.6016095048583355,0.4733796084264094,0.4733796084264094,0.4154957198239497,0.6885930286010559,6.547024578340934,0.5726151895432525,0.45756128278894126,0.45756128278894126
0.2911764705882353,0.4027345361275734,0.6199011816822211,517.1729269453543,0.5782743789848691,0.418595477770071,0.418595477770071,0.47034079220614816,0.7726614460816701,244.76267282483272,0.6965596856815017,0.45177133601717256,0.45177133601717256,0.4375253827666486,0.7609692221018013,140.00711741461893,0.6677792431279419,0.4336439014954296,0.4336439014954296
0.3235294117647059,0.4466578807164563,0.675742152457127,30.450895328699826,0.7668500424190071,0.4058956753734161,0.40589567537341587,0.5237887906852943,0.8537586715191253,48.45416950315544,0.9067466333631465,0.44233466536599997,0.44233170991312026,0.48528395488549236,0.840146586363923,59.92653284414729,0.8820237115963746,0.4220053482695574,0.4220028258750371
0.3558823529411765,0.522857625808354,0.7369295488070227,10.646677163375196,1.1630545813922186,0.4058956753734162,0.4058956753734161,0.6124690210726589,0.9383926067887142,14.221676895452067,1.3241185379670561,0.44382327161293594,0.44377452797021183,0.566181464764515,0.9216258879407793,15.279769074391783,1.3099615940408018,0.4223382975099191,0.42228493491061964
0.3882352941176471,0.6427256353442797,0.8027391508650776,7.813318815213305,1.9324138484666216,0.40589567537341614,0.40589567537341587,0.7491242669638956,1.022505103357,9.739809455509409,2.1079583220845164,0.4453486346597302,0.44522135426466747,0.6915904184662521,1.002243017600538,10.108110066044935,2.113090428212528,0.42272124039423914,0.4225390079547639
0.4205882352941177,0.8236761026680958,0.8732159145944981,7.69199760716247,3.3434657164315196,0.405895675373416,0.40589567537341603,0.9530665136420571,1.1000085594645823,9.184728971135803,3.515439935083556,0.4469363490072379,0.4467264526493509,0.8784962821761367,1.0773707960822518,9.38079198240514,3.5444167200915713,0.42319302701245715,0.42278745894598824
