time,VPC_continue_noiseless,VPC_rotX_noiseless,VPC_rotY_noiseless,VPC_rotX_Iz,VPC_rotY_Iz,VPC_rotX_Ix,VPC_rotY_Ix,VPC_rotX_IzIx,VPC_rotY_IzIx,OAT_noiseless,TACT_CSSz_none,TACT_CSSz_Iz,TACT_CSSz_Ix,TACT_CSSz_IzIx
0.0,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999997,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
0.027500000000000004,0.9148898403906044,0.9148898403906044,0.9148898403906044,0.9222206310702192,0.9222206310702192,0.918457754577773,0.918457754577773,0.9260547268769928,0.9260547268769928,0.8945747405686492,0.7981768957062713,0.7987475537547306,0.803383737807513,0.8039547081962581
0.05500000000000001,0.8321846470166202,0.8321846470166202,0.8321846470166202,0.8465311686314336,0.8465311686314336,0.8398864560333014,0.8398864560333014,0.8547005708881759,0.8547005708881759,0.7983885558883927,0.6321957387220662,0.6343456892443025,0.6419722212608845,0.6441246021253423
0.08250000000000002,0.7521702102238756,0.7521702102238756,0.7521702102238756,0.7731612779885741,0.7731612779885741,0.7644330782489276,0.7644330782489276,0.7860324127969723,0.7860324127969723,0.7114537570200293,0.5001001161648808,0.5046615859186613,0.5136319034221406,0.5182021597428694
0.11000000000000001,0.6752452830002579,0.6752452830002579,0.6752452830002579,0.7024572152386316,0.7024572152386316,0.6923749949522208,0.6923749949522208,0.7202835092435598,0.7202835092435598,0.6336414922563731,0.3987627954577205,0.40643628566118795,0.41519219815582875,0.4228869110954047
0.1375,0.6019004746446035,0.6019004746446035,0.6019004746446035,0.6348580435789721,0.6348580435789721,0.6240952154368224,0.6240952154368224,0.6577967512864178,0.6577967512864178,0.5647094640893642,0.3244496731210308,0.33585517905649154,0.3429832101436438,0.3544283536952764
0.16500000000000004,0.5326973313996504,0.5326973313996504,0.5326973313996504,0.5708734359993181,0.5708734359993181,0.560057834792904,0.560057834792904,0.5989978730864914,0.5989978730864914,0.5043290680636361,0.2733929107372212,0.2891137987002015,0.2933647586052771,0.30914725090811823
0.19250000000000003,0.4682481876322617,0.4682481876322617,0.4682481876322617,0.5110632483425157,0.5110632483425157,0.5007846043122898,0.5007846043122898,0.5443710375765722,0.5443710375765722,0.45211061003869857,0.24231957873034035,0.26292692367000337,0.263198999638908,0.2838895765867281
0.22000000000000003,0.40919707883412204,0.40919707883412204,0.40919707883412204,0.45601883661381637,0.45601883661381637,0.446833080749253,0.446833080749253,0.49443686170074275,0.49443686170074275,0.4076256666979548,0.2288868710005448,0.25493536853782056,0.25022538570147435,0.2763751826405548
0.24750000000000003,0.3562018417437315,0.3562018417437315,0.3562018417437315,0.4063460053131907,0.4063460053131907,0.39877654778355975,0.39877654778355975,0.4497327716897077,0.4497327716897077,0.37042606008731227,0.23198390624851867,0.26397501641958315,0.2533064976739764,0.2854140267304265
