theta,xi_ku_optimized
0.0,0.6409525013312128
0.2617993877991494,0.49198672237191554
0.5235987755982988,0.3816883802166096
0.7853981633974483,0.2829565902466025
1.0471975511965976,0.24345882032632607
1.308996938995747,0.2092726230994136
1.5707963267948966,0.19273543735140805
1.832595714594046,0.20927262309956465
2.0943951023931953,0.2610116578402124
2.356194490192345,0.3119281311785783
2.617993877991494,0.38168838021572365
2.8797932657906435,0.491986722369028
3.141592653589793,0.6409525016680192
